dist,f_pure,n_clusters
0.43826262916332714,0.6521430292882784,3942
0.5244454108594878,0.6478810710706902,3008
0.627575728956522,0.6395981582251988,2297
0.7509862559953505,0.6351332496162969,1768
0.8986650226764684,0.6264190671892639,1351
1.0753842917028,0.5892664611793954,1058
1.2868547742037477,0.5429937719598665,804
1.539910172268575,0.5360934586552,629
1.8427280111102744,0.5493740248867918,476
2.205093897086222,0.5568451361670281,380
2.6387177411153586,0.5543336250745209,292
3.157612166301635,0.533975163945863,229
3.778545328065924,0.5159633167167701,175
4.521582779740579,0.5341781143371767,146
5.410735894099044,0.5800068495757068,114
6.474737794664786,0.5775333916815708,92
7.747971871142528,0.3311643010261679,70
9.271582884094816,0.3328893793523346,61
11.094806564387262,0.3474383855296371,53
13.276560673618818,0.3186701675609168,42
15.887348940906636,0.3144843157400713,31
19.01153940204362,0.32196811141976484,24
22.75009076591925,0.2907898575541941,20
27.22381491116547,0.25758209977548613,15
32.57728094112278,0.0437992313253929,12
38.98348695728069,0.0437992313253929,11
46.64945052028934,0.007889696462320992,6
55.82289845517517,0.007889696462320992,5
66.80027218287302,0.007889696462320992,3
79.93630727163074,0.007889696462320992,1
