dist,f_pure,n_clusters
3.6403853667596224,0.6836891307381052,3942
4.642033948986844,0.6797062293085734,2972
5.919285188954354,0.656455725103695,2267
7.547970896641472,0.6520161852937073,1700
9.62478793264745,0.6386468282659158,1286
12.27303920708748,0.6098912946966526,956
15.649954308891868,0.5756814693608331,703
19.95602439931628,0.5643289318467217,531
25.44690559255093,0.5474079429709401,387
32.448597540218756,0.5421692859951546,291
41.37679838900762,0.5441734211093776,214
52.7615852365446,0.5197178989560739,161
67.27888539130461,0.5144665575808314,120
85.79060691984522,0.4821340233646638,89
109.39581107606496,0.46130623945609295,69
139.4959647758567,0.40790491774166954,48
177.87814722829523,0.35740832350292373,35
226.82115079250872,0.1649859837385999,21
289.2307753847246,0.057967705518982206,18
368.8123490131406,0.05621725839390134,13
470.29071717440246,0.05621725839390134,11
599.6907621239487,0.05493613404873346,9
764.6951067576299,0.0006469043723124929,7
975.100240377224,0.0006469043723124929,5
1243.398147027875,0.0006469043723124929,5
1585.5179683211413,0.001928028717480371,3
2021.7717340806412,0.001928028717480371,2
2578.060309878189,0.001928028717480371,1
3287.4111598911704,0.001928028717480371,1
4191.939223752153,0.001928028717480371,1
