dist,f_pure,n_clusters
0.09518550906572654,0.6851351522762155,3942
0.10322677758146441,0.6830422263657927,3614
0.11194737218346137,0.6789197965422327,3308
0.12140468231600333,0.6726410188109644,3008
0.13166094568164577,0.667770209419435,2713
0.1427836578219048,0.6673389398378934,2393
0.15484601629931083,0.6684297981912046,2108
0.1679274024039467,0.6475385922853483,1867
0.18211390355453752,0.6465238403287796,1602
0.19749887983196673,0.6370359095348631,1368
0.2141835783735238,0.636668061950607,1163
0.23227779967115672,0.6335096464857871,972
0.2519006201585778,0.6072909928079455,813
0.27318117584250357,0.5989319735657115,666
0.29625951213503443,0.5829115770513845,537
0.3212875054798441,0.5817572967007877,422
0.3484298628373181,0.6077729999873156,321
0.3778652056061623,0.5902431599375928,238
0.4097872451146713,0.5883658688179408,163
0.4444060574174578,0.5727133198878699,104
0.4819494657869671,0.5756814693608331,70
0.5226645399978259,0.5763537425320598,54
0.5668192222706813,0.41357484429899666,49
0.6147040905757188,0.41352410670116824,47
0.6666342709000014,0.41352410670116824,45
0.7229515110630866,0.3986960437358093,40
0.784026429728516,0.37259154965308167,33
0.8502609554117158,0.34818676509760643,24
0.9220909715352026,0.20774509430850996,12
0.9999891849379613,0.0,0
