dist,f_pure,n_clusters
0.4320427229130544,0.743965396958281,3942
0.5169377524938708,0.733018760226797,3105
0.618514387076464,0.7195479280033487,2438
0.7400505093214484,0.7052272410162741,1924
0.8854680954724967,0.6911221888199703,1520
1.059459777709752,0.6802262896863148,1189
1.2676402756056857,0.6664256630769816,956
1.5167275833834306,0.6465111559293225,748
1.8147597598987357,0.6433781092634169,601
2.171354317168209,0.6486421350381166,476
2.5980185779235625,0.627027918363205,381
3.108521017444381,0.6087750675444271,303
3.7193355728874034,0.5970039448482312,236
4.4501732579947655,0.5737407562438956,189
5.3246182384122545,0.5671321841267425,148
6.370888893797258,0.554358993873435,122
7.622748426225619,0.5214429772822405,103
9.12059440027244,0.5206058069180715,85
10.91276237427528,0.5056128467597701,73
13.05708569102041,0.49684792673490874,60
15.622761762369272,0.5035199208493474,47
18.692585072915556,0.4751956568616259,39
22.365618961803566,0.4193081928536093,29
26.760392401229563,0.3666806195060695,17
32.018724931815484,0.3666806195060695,14
38.31030318569461,0.3067468320712356,8
45.83815668191955,0.25234344279970067,5
54.84520959836179,0.25234344279970067,4
65.62211994608218,0.13658561335413574,3
78.51665911669022,0.0780344254601266,1
